scenario,distribution,sample_size,data_type,id,replicate,obs_type,samples,max_rhat,divergent_transitions,per_divergent_transitions,max_treedepth,no_at_max_treedepth,per_at_max_treedepth,run_time
fast decay,medium,200,exponential,145,17,,4000,1,0,0,3,1556,0.389,0.9
fast decay,medium,200,exponential,146,18,,4000,1,0,0,3,1595,0.39875,0.9
fast decay,medium,200,exponential,147,19,,4000,1,0,0,3,1574,0.3935,0.9
fast decay,medium,200,exponential,148,20,,4000,1,0,0,3,1631,0.40775,0.9
fast decay,short,200,exponential,149,1,,4000,1,0,0,3,1547,0.38675,0.9
fast decay,short,200,exponential,150,2,,4000,1,0,0,3,1477,0.36925,0.9
fast decay,short,200,exponential,151,3,,4000,1,0,0,3,1503,0.37575,0.9
fast decay,short,200,exponential,152,4,,4000,1,0,0,3,1483,0.37075,0.9
fast decay,short,200,exponential,153,5,,4000,1,0,0,3,1383,0.34575,0.9
fast decay,short,200,exponential,154,6,,4000,1,0,0,3,1476,0.369,0.9
fast decay,short,200,exponential,155,7,,4000,1,0,0,3,1670,0.4175,0.9
fast decay,short,200,exponential,156,8,,4000,1,0,0,3,1625,0.40625,0.9
fast decay,short,200,exponential,157,9,,4000,1,0,0,3,1707,0.42675,0.9
fast decay,short,200,exponential,158,10,,4000,1,0,0,3,1558,0.3895,0.9
fast decay,short,200,exponential,159,11,,4000,1,0,0,3,1531,0.38275,0.9
fast decay,short,200,exponential,160,12,,4000,1,0,0,3,1311,0.32775,0.9
fast decay,short,200,exponential,161,13,,4000,1,0,0,3,1529,0.38225,0.9
fast decay,short,200,exponential,162,14,,4000,1,0,0,3,1539,0.38475,0.9
fast decay,short,200,exponential,163,15,,4000,1,0,0,3,1427,0.35675,0.9
fast decay,short,200,exponential,164,16,,4000,1,0,0,3,1444,0.361,0.8
fast decay,short,200,exponential,165,17,,4000,1,0,0,3,1689,0.42225,0.9
fast decay,short,200,exponential,166,18,,4000,1,0,0,3,1312,0.328,0.9
fast decay,short,200,exponential,167,19,,4000,1,0,0,3,1566,0.3915,0.9
fast decay,short,200,exponential,168,20,,4000,1,0,0,3,1614,0.4035,0.9
fast growth,long,200,exponential,169,1,,4000,1,0,0,3,1738,0.4345,0.5
fast growth,long,200,exponential,170,2,,4000,1,0,0,3,1608,0.402,0.5
fast growth,long,200,exponential,171,3,,4000,1,0,0,3,1764,0.441,0.5
fast growth,long,200,exponential,172,4,,4000,1,0,0,3,1762,0.4405,0.5
fast growth,long,200,exponential,173,5,,4000,1,0,0,3,1602,0.4005,0.5
fast growth,long,200,exponential,174,6,,4000,1,0,0,3,1752,0.438,0.5
fast growth,long,200,exponential,175,7,,4000,1.01,0,0,3,1495,0.37375,0.5
fast growth,long,200,exponential,176,8,,4000,1,0,0,3,1674,0.4185,0.5
fast growth,long,200,exponential,177,9,,4000,1,0,0,3,1467,0.36675,0.5
fast growth,long,200,exponential,178,10,,4000,1,0,0,3,1470,0.3675,0.4
fast growth,long,200,exponential,179,11,,4000,1,0,0,3,1594,0.3985,0.5
fast growth,long,200,exponential,180,12,,4000,1,0,0,3,1621,0.40525,0.5
fast growth,long,200,exponential,181,13,,4000,1,0,0,3,1664,0.416,0.5
fast growth,long,200,exponential,182,14,,4000,1,0,0,3,1558,0.3895,0.5
fast growth,long,200,exponential,183,15,,4000,1,0,0,3,1490,0.3725,0.5
fast growth,long,200,exponential,184,16,,4000,1,0,0,3,1506,0.3765,0.5
fast growth,long,200,exponential,185,17,,4000,1,0,0,3,1539,0.38475,0.5
fast growth,long,200,exponential,186,18,,4000,1,0,0,3,1668,0.417,0.5
fast growth,long,200,exponential,187,19,,4000,1,0,0,3,1641,0.41025,0.4
fast growth,long,200,exponential,188,20,,4000,1,0,0,3,1765,0.44125,0.5
fast growth,medium,200,exponential,189,1,,4000,1,0,0,3,1684,0.421,0.5
fast growth,medium,200,exponential,190,2,,4000,1,0,0,3,1369,0.34225,0.5
fast growth,medium,200,exponential,191,3,,4000,1,0,0,3,1575,0.39375,0.5
fast growth,medium,200,exponential,192,4,,4000,1,0,0,3,1529,0.38225,0.5
fast growth,medium,200,exponential,193,5,,4000,1,0,0,3,1556,0.389,0.5
fast growth,medium,200,exponential,194,6,,4000,1,0,0,3,1694,0.4235,0.5
fast growth,medium,200,exponential,195,7,,4000,1,0,0,3,1836,0.459,0.5
fast growth,medium,200,exponential,196,8,,4000,1,0,0,3,1635,0.40875,0.4
fast growth,medium,200,exponential,197,9,,4000,1,0,0,3,1547,0.38675,0.5
fast growth,medium,200,exponential,198,10,,4000,1,0,0,3,1397,0.34925,0.5
fast growth,medium,200,exponential,199,11,,4000,1,0,0,3,1661,0.41525,0.5
fast growth,medium,200,exponential,200,12,,4000,1,0,0,3,1596,0.399,0.5
fast growth,medium,200,exponential,201,13,,4000,1,0,0,3,1558,0.3895,0.4
fast growth,medium,200,exponential,202,14,,4000,1,0,0,3,1620,0.405,0.5
fast growth,medium,200,exponential,203,15,,4000,1,0,0,3,1773,0.44325,0.5
fast growth,medium,200,exponential,204,16,,4000,1,0,0,3,1693,0.42325,0.5
fast growth,medium,200,exponential,205,17,,4000,1,0,0,3,1624,0.406,0.5
fast growth,medium,200,exponential,206,18,,4000,1,0,0,3,1556,0.389,0.5
fast growth,medium,200,exponential,207,19,,4000,1,0,0,3,1498,0.3745,0.5
fast growth,medium,200,exponential,208,20,,4000,1,0,0,3,1490,0.3725,0.5
fast growth,short,200,exponential,209,1,,4000,1,0,0,3,1403,0.35075,0.5
fast growth,short,200,exponential,210,2,,4000,1,0,0,3,1581,0.39525,0.5
fast growth,short,200,exponential,211,3,,4000,1,0,0,4,37,0.00925,0.4
fast growth,short,200,exponential,212,4,,4000,1,0,0,3,1366,0.3415,0.4
fast growth,short,200,exponential,213,5,,4000,1,0,0,3,1589,0.39725,0.4
fast growth,short,200,exponential,214,6,,4000,1,0,0,3,1622,0.4055,0.5
fast growth,short,200,exponential,215,7,,4000,1,0,0,3,1756,0.439,0.4
fast growth,short,200,exponential,216,8,,4000,1,0,0,3,1649,0.41225,0.4
fast growth,short,200,exponential,217,9,,4000,1,0,0,3,1429,0.35725,0.5
fast growth,short,200,exponential,218,10,,4000,1,31,0.00775,4,74,0.0185,0.4
fast growth,short,200,exponential,219,11,,4000,1,0,0,3,1325,0.33125,0.4
fast growth,short,200,exponential,220,12,,4000,1,0,0,3,1638,0.4095,0.5
fast growth,short,200,exponential,221,13,,4000,1,3,0.00075,3,1503,0.37575,0.4
fast growth,short,200,exponential,222,14,,4000,1,0,0,3,1408,0.352,0.4
fast growth,short,200,exponential,223,15,,4000,1,0,0,3,1636,0.409,0.5
fast growth,short,200,exponential,224,16,,4000,1,0,0,3,1630,0.4075,0.5
fast growth,short,200,exponential,225,17,,4000,1,0,0,3,1522,0.3805,0.4
fast growth,short,200,exponential,226,18,,4000,1,0,0,3,1663,0.41575,0.4
fast growth,short,200,exponential,227,19,,4000,1,0,0,3,1389,0.34725,0.5
fast growth,short,200,exponential,228,20,,4000,1,1,0.00025,3,1521,0.38025,0.4
growth,long,200,exponential,229,1,,4000,1,0,0,3,1578,0.3945,0.7
growth,long,200,exponential,230,2,,4000,1,0,0,3,1514,0.3785,0.7
growth,long,200,exponential,231,3,,4000,1,0,0,3,1505,0.37625,0.7
growth,long,200,exponential,232,4,,4000,1,0,0,3,1707,0.42675,0.6
growth,long,200,exponential,233,5,,4000,1,0,0,3,1707,0.42675,0.6
growth,long,200,exponential,234,6,,4000,1,0,0,3,1553,0.38825,0.7
growth,long,200,exponential,235,7,,4000,1,0,0,3,1523,0.38075,0.7
growth,long,200,exponential,236,8,,4000,1,0,0,3,1661,0.41525,0.6
growth,long,200,exponential,237,9,,4000,1,0,0,3,1518,0.3795,0.6
growth,long,200,exponential,238,10,,4000,1,0,0,3,1681,0.42025,0.6
growth,long,200,exponential,239,11,,4000,1,0,0,3,1528,0.382,0.7
growth,long,200,exponential,240,12,,4000,1,0,0,3,1476,0.369,0.7
growth,long,200,exponential,241,13,,4000,1,0,0,3,1514,0.3785,0.6
growth,long,200,exponential,242,14,,4000,1,0,0,3,1691,0.42275,0.7
growth,long,200,exponential,243,15,,4000,1,0,0,3,1533,0.38325,0.7
growth,long,200,exponential,244,16,,4000,1,0,0,3,1568,0.392,0.6
growth,long,200,exponential,245,17,,4000,1,0,0,3,1606,0.4015,0.7
growth,long,200,exponential,246,18,,4000,1,0,0,3,1615,0.40375,0.7
growth,long,200,exponential,247,19,,4000,1,0,0,3,1662,0.4155,0.7
growth,long,200,exponential,248,20,,4000,1,0,0,3,1517,0.37925,0.6
growth,medium,200,exponential,249,1,,4000,1,0,0,3,1532,0.383,0.7
growth,medium,200,exponential,250,2,,4000,1,0,0,3,1638,0.4095,0.7
growth,medium,200,exponential,251,3,,4000,1,0,0,3,1514,0.3785,0.6
growth,medium,200,exponential,252,4,,4000,1,0,0,3,1527,0.38175,0.6
growth,medium,200,exponential,253,5,,4000,1,0,0,3,1538,0.3845,0.6
growth,medium,200,exponential,254,6,,4000,1,0,0,3,1543,0.38575,0.6
growth,medium,200,exponential,255,7,,4000,1,0,0,3,1600,0.4,0.6
growth,medium,200,exponential,256,8,,4000,1,0,0,3,1620,0.405,0.6
growth,medium,200,exponential,257,9,,4000,1,0,0,3,1620,0.405,0.7
growth,medium,200,exponential,258,10,,4000,1,0,0,3,1541,0.38525,0.7
growth,medium,200,exponential,259,11,,4000,1,0,0,3,1657,0.41425,0.7
growth,medium,200,exponential,260,12,,4000,1,0,0,3,1637,0.40925,0.7
growth,medium,200,exponential,261,13,,4000,1,0,0,3,1634,0.4085,0.7
growth,medium,200,exponential,262,14,,4000,1,0,0,3,1809,0.45225,0.7
growth,medium,200,exponential,263,15,,4000,1,0,0,3,1562,0.3905,0.6
growth,medium,200,exponential,264,16,,4000,1,0,0,3,1467,0.36675,0.6
growth,medium,200,exponential,265,17,,4000,1,0,0,3,1472,0.368,0.6
growth,medium,200,exponential,266,18,,4000,1,0,0,3,1584,0.396,0.6
growth,medium,200,exponential,267,19,,4000,1,0,0,3,1622,0.4055,0.5
growth,medium,200,exponential,268,20,,4000,1,0,0,3,1740,0.435,0.7
growth,short,200,exponential,269,1,,4000,1,0,0,3,1734,0.4335,0.7
growth,short,200,exponential,270,2,,4000,1,0,0,4,64,0.016,0.6
growth,short,200,exponential,271,3,,4000,1,0,0,3,1584,0.396,0.6
growth,short,200,exponential,272,4,,4000,1,0,0,3,1544,0.386,0.6
growth,short,200,exponential,273,5,,4000,1,0,0,3,1520,0.38,0.6
growth,short,200,exponential,274,6,,4000,1,0,0,3,1523,0.38075,0.6
growth,short,200,exponential,275,7,,4000,1,0,0,3,1654,0.4135,0.6
growth,short,200,exponential,276,8,,4000,1,0,0,3,1462,0.3655,0.6
growth,short,200,exponential,277,9,,4000,1,0,0,3,1658,0.4145,0.6
growth,short,200,exponential,278,10,,4000,1,0,0,3,1618,0.4045,0.6
growth,short,200,exponential,279,11,,4000,1,0,0,3,1569,0.39225,0.6
growth,short,200,exponential,280,12,,4000,1,0,0,3,1527,0.38175,0.6
growth,short,200,exponential,281,13,,4000,1,0,0,3,1456,0.364,0.6
growth,short,200,exponential,282,14,,4000,1,0,0,3,1723,0.43075,0.6
growth,short,200,exponential,283,15,,4000,1,0,0,3,1469,0.36725,0.6
growth,short,200,exponential,284,16,,4000,1,0,0,3,1465,0.36625,0.6
growth,short,200,exponential,285,17,,4000,1,0,0,3,1442,0.3605,0.6
growth,short,200,exponential,286,18,,4000,1,0,0,3,1398,0.3495,0.6
growth,short,200,exponential,287,19,,4000,1,0,0,3,1427,0.35675,0.6
growth,short,200,exponential,288,20,,4000,1,0,0,3,1581,0.39525,0.6
stable,long,200,exponential,289,1,,4000,1,0,0,3,1548,0.387,0.8
stable,long,200,exponential,290,2,,4000,1,0,0,3,1618,0.4045,0.7
stable,long,200,exponential,291,3,,4000,1,0,0,3,1406,0.3515,0.8
stable,long,200,exponential,292,4,,4000,1,0,0,3,1598,0.3995,0.8
stable,long,200,exponential,293,5,,4000,1,0,0,3,1643,0.41075,0.8
stable,long,200,exponential,294,6,,4000,1,0,0,3,1871,0.46775,0.8
stable,long,200,exponential,295,7,,4000,1,0,0,3,1627,0.40675,0.9
stable,long,200,exponential,296,8,,4000,1,0,0,3,1621,0.40525,0.8
stable,long,200,exponential,297,9,,4000,1,0,0,3,1719,0.42975,0.8
stable,long,200,exponential,298,10,,4000,1,0,0,3,1653,0.41325,0.8
stable,long,200,exponential,299,11,,4000,1,0,0,3,1518,0.3795,0.8
stable,long,200,exponential,300,12,,4000,1,0,0,3,1635,0.40875,0.8
stable,long,200,exponential,301,13,,4000,1,0,0,3,1470,0.3675,0.8
stable,long,200,exponential,302,14,,4000,1,0,0,3,1650,0.4125,0.8
stable,long,200,exponential,303,15,,4000,1,0,0,3,1541,0.38525,0.8
stable,long,200,exponential,304,16,,4000,1,0,0,3,1572,0.393,0.8
stable,long,200,exponential,305,17,,4000,1,0,0,3,1539,0.38475,0.8
stable,long,200,exponential,306,18,,4000,1,0,0,3,1688,0.422,0.8
stable,long,200,exponential,307,19,,4000,1,0,0,3,1525,0.38125,0.8
stable,long,200,exponential,308,20,,4000,1,0,0,3,1447,0.36175,0.7
stable,medium,200,exponential,309,1,,4000,1,0,0,3,1647,0.41175,0.8
stable,medium,200,exponential,310,2,,4000,1,0,0,3,1569,0.39225,0.7
stable,medium,200,exponential,311,3,,4000,1,0,0,3,1501,0.37525,0.8
stable,medium,200,exponential,312,4,,4000,1,0,0,3,1576,0.394,0.8
stable,medium,200,exponential,313,5,,4000,1,0,0,3,1550,0.3875,0.8
stable,medium,200,exponential,314,6,,4000,1,0,0,3,1552,0.388,0.8
stable,medium,200,exponential,315,7,,4000,1,0,0,3,1532,0.383,0.8
stable,medium,200,exponential,316,8,,4000,1,0,0,3,1453,0.36325,0.8
stable,medium,200,exponential,317,9,,4000,1,0,0,3,1615,0.40375,0.8
stable,medium,200,exponential,318,10,,4000,1,0,0,3,1607,0.40175,0.8
stable,medium,200,exponential,319,11,,4000,1,0,0,3,1555,0.38875,0.8
stable,medium,200,exponential,320,12,,4000,1,0,0,3,1530,0.3825,0.8
stable,medium,200,exponential,321,13,,4000,1,0,0,3,1447,0.36175,0.8
stable,medium,200,exponential,322,14,,4000,1,0,0,3,1608,0.402,0.8
stable,medium,200,exponential,323,15,,4000,1,0,0,3,1347,0.33675,0.8
stable,medium,200,exponential,324,16,,4000,1,0,0,3,1656,0.414,0.8
stable,medium,200,exponential,325,17,,4000,1,0,0,3,1734,0.4335,0.7
stable,medium,200,exponential,326,18,,4000,1,0,0,3,1545,0.38625,0.8
stable,medium,200,exponential,327,19,,4000,1,0,0,3,1748,0.437,0.8
stable,medium,200,exponential,328,20,,4000,1,0,0,3,1554,0.3885,0.8
stable,short,200,exponential,329,1,,4000,1,0,0,3,1592,0.398,0.8
stable,short,200,exponential,330,2,,4000,1,0,0,3,1365,0.34125,0.7
stable,short,200,exponential,331,3,,4000,1,0,0,3,1649,0.41225,0.8
stable,short,200,exponential,332,4,,4000,1,0,0,3,1578,0.3945,0.8
stable,short,200,exponential,333,5,,4000,1,0,0,3,1443,0.36075,0.7
stable,short,200,exponential,334,6,,4000,1,0,0,3,1587,0.39675,0.8
stable,short,200,exponential,335,7,,4000,1,0,0,3,1438,0.3595,0.7
stable,short,200,exponential,336,8,,4000,1,0,0,3,1474,0.3685,0.8
stable,short,200,exponential,337,9,,4000,1,0,0,3,1550,0.3875,0.7
stable,short,200,exponential,338,10,,4000,1,0,0,3,1547,0.38675,0.8
stable,short,200,exponential,339,11,,4000,1,0,0,3,1488,0.372,0.8
stable,short,200,exponential,340,12,,4000,1,0,0,3,1295,0.32375,0.7
stable,short,200,exponential,341,13,,4000,1.01,0,0,3,1562,0.3905,0.7
stable,short,200,exponential,342,14,,4000,1,0,0,3,1418,0.3545,0.7
stable,short,200,exponential,343,15,,4000,1,0,0,3,1542,0.3855,0.7
